"Pin Information for the Stratix® V 5SGSD5 Device
 Version 1.1
7B	VREFB7BN0	IO			DIFFIO_RX_T23n	DIFFOUT_T23n	R9	DQSn8T	DQ4T	DQ2T	DQSn1T/DQ1T									
7B	VREFB7BN0	IO			DIFFIO_TX_T24p	DIFFOUT_T24p	R8	DQ8T	DQ4T	DQ2T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_TX_T24n	DIFFOUT_T24n	P8	DQ8T	DQ4T	DQ2T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_RX_T25p	DIFFOUT_T25p	H11	DQ9T	DQ5T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_RX_T25n	DIFFOUT_T25n	G11	DQ9T	DQ5T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_TX_T26p	DIFFOUT_T26p	J10	DQ9T	DQ5T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_TX_T26n	DIFFOUT_T26n	H10	DQ9T	DQ5T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_RX_T27p	DIFFOUT_T27p	F11	DQS9T	DQS5T/CQ5T	DQ3T	DQ1T/CQn1T									
7B	VREFB7BN0	IO			DIFFIO_RX_T27n	DIFFOUT_T27n	E11	DQSn9T	DQSn5T/DQ5T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_TX_T28p	DIFFOUT_T28p	D10	DQ10T	DQ5T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_TX_T28n	DIFFOUT_T28n	C10	DQ10T	DQ5T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_RX_T29p	DIFFOUT_T29p	B10	DQS10T	DQ5T/CQn5T	DQS3T/CQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_RX_T29n	DIFFOUT_T29n	A10	DQSn10T	DQ5T	DQSn3T/DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_TX_T30p	DIFFOUT_T30p	B11	DQ10T	DQ5T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_TX_T30n	DIFFOUT_T30n	A11	DQ10T	DQ5T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_RX_T31p	DIFFOUT_T31p	K10	DQ11T	DQ6T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_RX_T31n	DIFFOUT_T31n	J11	DQ11T	DQ6T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_TX_T32p	DIFFOUT_T32p	P10	DQ11T	DQ6T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_TX_T32n	DIFFOUT_T32n	N10	DQ11T	DQ6T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_RX_T33p	DIFFOUT_T33p	M11	DQS11T	DQS6T/CQ6T	DQ3T/CQn3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_RX_T33n	DIFFOUT_T33n	L11	DQSn11T	DQSn6T/DQ6T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_TX_T34p	DIFFOUT_T34p	T10	DQ12T	DQ6T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_TX_T34n	DIFFOUT_T34n	R10	DQ12T	DQ6T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_RX_T35p	DIFFOUT_T35p	R11	DQS12T	DQ6T/CQn6T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_RX_T35n	DIFFOUT_T35n	P11	DQSn12T	DQ6T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_TX_T36p	DIFFOUT_T36p	U10	DQ12T	DQ6T	DQ3T	DQ1T									
7B	VREFB7BN0	IO			DIFFIO_TX_T36n	DIFFOUT_T36n	U9	DQ12T	DQ6T	DQ3T	DQ1T									
7C	VREFB7CN0	IO			DIFFIO_RX_T37p	DIFFOUT_T37p	B13	DQ13T	DQ7T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T37n	DIFFOUT_T37n	A13	DQ13T	DQ7T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T38p	DIFFOUT_T38p	D12	DQ13T	DQ7T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T38n	DIFFOUT_T38n	C12	DQ13T	DQ7T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T39p	DIFFOUT_T39p	D13	DQS13T	DQS7T/CQ7T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T39n	DIFFOUT_T39n	C13	DQSn13T	DQSn7T/DQ7T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T40p	DIFFOUT_T40p	G12	DQ14T	DQ7T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T40n	DIFFOUT_T40n	G13	DQ14T	DQ7T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T41p	DIFFOUT_T41p	F12	DQS14T	DQ7T/CQn7T	DQS4T/CQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T41n	DIFFOUT_T41n	E12	DQSn14T	DQ7T	DQSn4T/DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T42p	DIFFOUT_T42p	J13	DQ14T	DQ7T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T42n	DIFFOUT_T42n	H13	DQ14T	DQ7T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T43p	DIFFOUT_T43p	M12	DQ15T	DQ8T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T43n	DIFFOUT_T43n	L12	DQ15T	DQ8T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T44p	DIFFOUT_T44p	K12	DQ15T	DQ8T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T44n	DIFFOUT_T44n	J12	DQ15T	DQ8T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T45p	DIFFOUT_T45p	L13	DQS15T	DQS8T/CQ8T	DQ4T/CQn4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T45n	DIFFOUT_T45n	K13	DQSn15T	DQSn8T/DQ8T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T46p	DIFFOUT_T46p	N13	DQ16T	DQ8T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T46n	DIFFOUT_T46n	N12	DQ16T	DQ8T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T47p	DIFFOUT_T47p	U11	DQS16T	DQ8T/CQn8T	DQ4T	DQS2T/CQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T47n	DIFFOUT_T47n	T12	DQSn16T	DQ8T	DQ4T	DQSn2T/DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T48p	DIFFOUT_T48p	R12	DQ16T	DQ8T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T48n	DIFFOUT_T48n	P13	DQ16T	DQ8T	DQ4T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T49p	DIFFOUT_T49p	C14	DQ17T	DQ9T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T49n	DIFFOUT_T49n	C15	DQ17T	DQ9T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T50p	DIFFOUT_T50p	B14	DQ17T	DQ9T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T50n	DIFFOUT_T50n	A14	DQ17T	DQ9T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T51p	DIFFOUT_T51p	E15	DQS17T	DQS9T/CQ9T	DQ5T	DQ2T/CQn2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T51n	DIFFOUT_T51n	D15	DQSn17T	DQSn9T/DQ9T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T52p	DIFFOUT_T52p	F14	DQ18T	DQ9T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T52n	DIFFOUT_T52n	E14	DQ18T	DQ9T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T53p	DIFFOUT_T53p	G15	DQS18T	DQ9T/CQn9T	DQS5T/CQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T53n	DIFFOUT_T53n	F15	DQSn18T	DQ9T	DQSn5T/DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T54p	DIFFOUT_T54p	H14	DQ18T	DQ9T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T54n	DIFFOUT_T54n	G14	DQ18T	DQ9T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T55p	DIFFOUT_T55p	U13	DQ19T	DQ10T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T55n	DIFFOUT_T55n	U12	DQ19T	DQ10T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T56p	DIFFOUT_T56p	T13	DQ19T	DQ10T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T56n	DIFFOUT_T56n	U14	DQ19T	DQ10T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T57p	DIFFOUT_T57p	R14	DQS19T	DQS10T/CQ10T	DQ5T/CQn5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T57n	DIFFOUT_T57n	P14	DQSn19T	DQSn10T/DQ10T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T58p	DIFFOUT_T58p	N14	DQ20T	DQ10T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T58n	DIFFOUT_T58n	M14	DQ20T	DQ10T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T59p	DIFFOUT_T59p	J14	DQS20T	DQ10T/CQn10T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_RX_T59n	DIFFOUT_T59n	J15	DQSn20T	DQ10T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T60p	DIFFOUT_T60p	L15	DQ20T	DQ10T	DQ5T	DQ2T									
7C	VREFB7CN0	IO			DIFFIO_TX_T60n	DIFFOUT_T60n	K15	DQ20T	DQ10T	DQ5T	DQ2T									
7D	VREFB7DN0	IO			DIFFIO_RX_T61p	DIFFOUT_T61p	B17	DQ21T	DQ11T	DQ6T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T61n	DIFFOUT_T61n	A17	DQ21T	DQ11T	DQ6T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T62p	DIFFOUT_T62p	B16	DQ21T	DQ11T	DQ6T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T62n	DIFFOUT_T62n	A16	DQ21T	DQ11T	DQ6T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T63p	DIFFOUT_T63p	D16	DQS21T	DQS11T/CQ11T	DQ6T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T63n	DIFFOUT_T63n	C16	DQSn21T	DQSn11T/DQ11T	DQ6T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T64p	DIFFOUT_T64p	F17	DQ22T	DQ11T	DQ6T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T64n	DIFFOUT_T64n	E17	DQ22T	DQ11T	DQ6T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T65p	DIFFOUT_T65p	H16	DQS22T	DQ11T/CQn11T	DQS6T/CQ6T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T65n	DIFFOUT_T65n	G16	DQSn22T	DQ11T	DQSn6T/DQ6T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T66p	DIFFOUT_T66p	H17	DQ22T	DQ11T	DQ6T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T66n	DIFFOUT_T66n	G17	DQ22T	DQ11T	DQ6T	DQ3T									
7D	VREFB7DN0	IO	CLK19p		DIFFIO_RX_T67p	DIFFOUT_T67p	U15	DQ23T	DQ12T	DQ6T	DQ3T									
7D	VREFB7DN0	IO	CLK19n		DIFFIO_RX_T67n	DIFFOUT_T67n	T16	DQ23T	DQ12T	DQ6T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T68p	DIFFOUT_T68p	T15	DQ23T	DQ12T	DQ6T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T68n	DIFFOUT_T68n	R15	DQ23T	DQ12T	DQ6T	DQ3T									
7D	VREFB7DN0	IO	CLK18p		DIFFIO_RX_T69p	DIFFOUT_T69p	P16	DQS23T	DQS12T/CQ12T	DQ6T/CQn6T	DQ3T									
7D	VREFB7DN0	IO	CLK18n		DIFFIO_RX_T69n	DIFFOUT_T69n	N16	DQSn23T	DQSn12T/DQ12T	DQ6T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T70p	DIFFOUT_T70p	N15	DQ24T	DQ12T	DQ6T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T70n	DIFFOUT_T70n	M15	DQ24T	DQ12T	DQ6T	DQ3T									
7D	VREFB7DN0	IO	"FPLL_TC_CLKOUT2,FPLL_TC_FBp,FPLL_TC_FB1"		DIFFIO_RX_T71p	DIFFOUT_T71p	J16	DQS24T	DQ12T/CQn12T	DQ6T	DQS3T/CQ3T									
7D	VREFB7DN0	IO	"FPLL_TC_CLKOUT3,FPLL_TC_FBn"		DIFFIO_RX_T71n	DIFFOUT_T71n	J17	DQSn24T	DQ12T	DQ6T	DQSn3T/DQ3T									
7D	VREFB7DN0	IO	"FPLL_TC_CLKOUT0,FPLL_TC_CLKOUTp,FPLL_TC_FB0"		DIFFIO_TX_T72p	DIFFOUT_T72p	L16	DQ24T	DQ12T	DQ6T	DQ3T									
7D	VREFB7DN0	IO	"FPLL_TC_CLKOUT1,FPLL_TC_CLKOUTn"		DIFFIO_TX_T72n	DIFFOUT_T72n	K16	DQ24T	DQ12T	DQ6T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T73p	DIFFOUT_T73p	B19	DQ25T	DQ13T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T73n	DIFFOUT_T73n	A19	DQ25T	DQ13T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T74p	DIFFOUT_T74p	D18	DQ25T	DQ13T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T74n	DIFFOUT_T74n	C18	DQ25T	DQ13T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T75p	DIFFOUT_T75p	D19	DQS25T	DQS13T/CQ13T	DQ7T	DQ3T/CQn3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T75n	DIFFOUT_T75n	C19	DQSn25T	DQSn13T/DQ13T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T76p	DIFFOUT_T76p	E18	DQ26T	DQ13T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T76n	DIFFOUT_T76n	E19	DQ26T	DQ13T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T77p	DIFFOUT_T77p	G18	DQS26T	DQ13T/CQn13T	DQS7T/CQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T77n	DIFFOUT_T77n	F18	DQSn26T	DQ13T	DQSn7T/DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T78p	DIFFOUT_T78p	H19	DQ26T	DQ13T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T78n	DIFFOUT_T78n	G19	DQ26T	DQ13T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T79p	DIFFOUT_T79p	N17	DQ27T	DQ14T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T79n	DIFFOUT_T79n	M17	DQ27T	DQ14T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T80p	DIFFOUT_T80p	R16	DQ27T	DQ14T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T80n	DIFFOUT_T80n	P17	DQ27T	DQ14T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T81p	DIFFOUT_T81p	N18	DQS27T	DQS14T/CQ14T	DQ7T/CQn7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T81n	DIFFOUT_T81n	N19	DQSn27T	DQSn14T/DQ14T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T82p	DIFFOUT_T82p	M18	DQ28T	DQ14T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T82n	DIFFOUT_T82n	L18	DQ28T	DQ14T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T83p	DIFFOUT_T83p	K18	DQS28T	DQ14T/CQn14T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_RX_T83n	DIFFOUT_T83n	J18	DQSn28T	DQ14T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T84p	DIFFOUT_T84p	K19	DQ28T	DQ14T	DQ7T	DQ3T									
7D	VREFB7DN0	IO			DIFFIO_TX_T84n	DIFFOUT_T84n	L19	DQ28T	DQ14T	DQ7T	DQ3T									
8D	VREFB8DN0	IO			DIFFIO_RX_T121p	DIFFOUT_T121p	K21	DQ41T	DQ15T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T121n	DIFFOUT_T121n	J21	DQ41T	DQ15T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T122p	DIFFOUT_T122p	M20	DQ41T	DQ15T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T122n	DIFFOUT_T122n	L20	DQ41T	DQ15T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T123p	DIFFOUT_T123p	K22	DQS41T	DQS15T/CQ15T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T123n	DIFFOUT_T123n	J22	DQSn41T	DQSn15T/DQ15T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T124p	DIFFOUT_T124p	M21	DQ42T	DQ15T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T124n	DIFFOUT_T124n	L21	DQ42T	DQ15T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T125p	DIFFOUT_T125p	P22	DQS42T	DQ15T/CQn15T	DQS8T/CQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T125n	DIFFOUT_T125n	N22	DQSn42T	DQ15T	DQSn8T/DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T126p	DIFFOUT_T126p	N20	DQ42T	DQ15T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T126n	DIFFOUT_T126n	N21	DQ42T	DQ15T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T127p	DIFFOUT_T127p	F20	DQ43T	DQ16T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T127n	DIFFOUT_T127n	E20	DQ43T	DQ16T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T128p	DIFFOUT_T128p	H20	DQ43T	DQ16T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T128n	DIFFOUT_T128n	G20	DQ43T	DQ16T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T129p	DIFFOUT_T129p	G21	DQS43T	DQS16T/CQ16T	DQ8T/CQn8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T129n	DIFFOUT_T129n	F21	DQSn43T	DQSn16T/DQ16T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T130p	DIFFOUT_T130p	C20	DQ44T	DQ16T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T130n	DIFFOUT_T130n	C21	DQ44T	DQ16T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T131p	DIFFOUT_T131p	E21	DQS44T	DQ16T/CQn16T	DQ8T	DQS4T/CQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T131n	DIFFOUT_T131n	D21	DQSn44T	DQ16T	DQ8T	DQSn4T/DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T132p	DIFFOUT_T132p	B20	DQ44T	DQ16T	DQ8T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T132n	DIFFOUT_T132n	A20	DQ44T	DQ16T	DQ8T	DQ4T									
8D	VREFB8DN0	IO	CLK17p		DIFFIO_RX_T133p	DIFFOUT_T133p	M23	DQ45T	DQ17T	DQ9T	DQ4T									
8D	VREFB8DN0	IO	CLK17n		DIFFIO_RX_T133n	DIFFOUT_T133n	L23	DQ45T	DQ17T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T134p	DIFFOUT_T134p	L24	DQ45T	DQ17T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T134n	DIFFOUT_T134n	K24	DQ45T	DQ17T	DQ9T	DQ4T									
8D	VREFB8DN0	IO	CLK16p		DIFFIO_RX_T135p	DIFFOUT_T135p	J23	DQS45T	DQS17T/CQ17T	DQ9T	DQ4T/CQn4T									
8D	VREFB8DN0	IO	CLK16n		DIFFIO_RX_T135n	DIFFOUT_T135n	J24	DQSn45T	DQSn17T/DQ17T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T136p	DIFFOUT_T136p	P23	DQ46T	DQ17T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T136n	DIFFOUT_T136n	N23	DQ46T	DQ17T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T137p	DIFFOUT_T137p	N24	DQS46T	DQ17T/CQn17T	DQS9T/CQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T137n	DIFFOUT_T137n	M24	DQSn46T	DQ17T	DQSn9T/DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T138p	DIFFOUT_T138p	T24	DQ46T	DQ17T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T138n	DIFFOUT_T138n	R24	DQ46T	DQ17T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T139p	DIFFOUT_T139p	H23	DQ47T	DQ18T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T139n	DIFFOUT_T139n	G23	DQ47T	DQ18T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T140p	DIFFOUT_T140p	H22	DQ47T	DQ18T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T140n	DIFFOUT_T140n	G22	DQ47T	DQ18T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T141p	DIFFOUT_T141p	F23	DQS47T	DQS18T/CQ18T	DQ9T/CQn9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T141n	DIFFOUT_T141n	E23	DQSn47T	DQSn18T/DQ18T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T142p	DIFFOUT_T142p	C22	DQ48T	DQ18T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T142n	DIFFOUT_T142n	D22	DQ48T	DQ18T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T143p	DIFFOUT_T143p	B22	DQS48T	DQ18T/CQn18T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_RX_T143n	DIFFOUT_T143n	A22	DQSn48T	DQ18T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T144p	DIFFOUT_T144p	B23	DQ48T	DQ18T	DQ9T	DQ4T									
8D	VREFB8DN0	IO			DIFFIO_TX_T144n	DIFFOUT_T144n	A23	DQ48T	DQ18T	DQ9T	DQ4T									
8C	VREFB8CN0	IO			DIFFIO_RX_T145p	DIFFOUT_T145p	P25	DQ49T	DQ19T	DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_RX_T145n	DIFFOUT_T145n	N25	DQ49T	DQ19T	DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_TX_T146p	DIFFOUT_T146p	U25	DQ49T	DQ19T	DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_TX_T146n	DIFFOUT_T146n	T25	DQ49T	DQ19T	DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_RX_T147p	DIFFOUT_T147p	R25	DQS49T	DQS19T/CQ19T	DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_RX_T147n	DIFFOUT_T147n	R26	DQSn49T	DQSn19T/DQ19T	DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_TX_T148p	DIFFOUT_T148p	P26	DQ50T	DQ19T	DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_TX_T148n	DIFFOUT_T148n	N26	DQ50T	DQ19T	DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_RX_T149p	DIFFOUT_T149p	M26	DQS50T	DQ19T/CQn19T	DQS10T/CQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_RX_T149n	DIFFOUT_T149n	L26	DQSn50T	DQ19T	DQSn10T/DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_TX_T150p	DIFFOUT_T150p	K25	DQ50T	DQ19T	DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_TX_T150n	DIFFOUT_T150n	J25	DQ50T	DQ19T	DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_RX_T151p	DIFFOUT_T151p	G24	DQ51T	DQ20T	DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_RX_T151n	DIFFOUT_T151n	F24	DQ51T	DQ20T	DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_TX_T152p	DIFFOUT_T152p	H25	DQ51T	DQ20T	DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_TX_T152n	DIFFOUT_T152n	G25	DQ51T	DQ20T	DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_RX_T153p	DIFFOUT_T153p	E24	DQS51T	DQS20T/CQ20T	DQ10T/CQn10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_RX_T153n	DIFFOUT_T153n	E25	DQSn51T	DQSn20T/DQ20T	DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_TX_T154p	DIFFOUT_T154p	D24	DQ52T	DQ20T	DQ10T	DQ5T									
8C	VREFB8CN0	IO			DIFFIO_TX_T154n	DIFFOUT_T154n	C24	DQ52T	DQ20T	DQ10T	DQ5T									
